Title,Poster Image,Run Time,Plot,Director,Writer,IMDB Link,Release Date,Rating,MPAA,User Comments,Tag Line,Keywords,Genres,Cast
Kinsey,http://ia.media-imdb.com/images/M/MV5BMTI4OTMwOTY5MV5BMl5BanBnXkFtZTcwOTc4NDgyMQ@@._V1._SX99_SY140_.jpg,118 min,"A look at the life of Alfred Kinsey (Neeson), a pioneer in the area of human sexuality research, whose 1948 publication ""Sexual Behavior in the Human Male"" was one of the first recorded works that saw science address sexual behavior.",Bill Condon,Bill Condon,http://www.imdb.com/title/tt0362269/,01/13/2005,TV-MA,"Rated R for pervasive sexual content, including some graphic images and descriptions.","Finally, someone did TALK about it!",Let's talk about sex.,Sex|Student|Interview|Science|Indiana|University,Biography|Drama,Tim Curry|Veronica Cartwright|John Lithgow|Laura Linney|Julianne Nicholson|Chris O'Donnell|William Sadler|Peter Sarsgaard|Dylan Baker|Liam Neeson|Heather Goldenhersh|John McMartin|Timothy Hutton|Kathleen Chalfant|Oliver Platt
Kit Kittredge: An American Girl,http://ia.media-imdb.com/images/M/MV5BMTIxOTExNTU2OF5BMl5BanBnXkFtZTcwMDAwODU2MQ@@._V1._SX94_SY140_.jpg,101 min,"Set in Cincinnati at the height of the Great Depression, Kit Kittredge, a resourceful young girl, helps her mother run a boardinghouse after her father loses his job.",Patricia Rozema,"Ann Peacock, Valerie Tripp",http://www.imdb.com/title/tt0846308/,07/02/2008,G,"","history, morals, mystery - all in one!","",Great|Depression|Cincinnati|Ohio|Father|Girl|Newspaper,Drama|Family|Mystery,Kenneth Welsh|Joan Cusack|Chris O'Donnell|Julia Ormond|Abigail Breslin|Douglas Nyback|Stanley Tucci|Wallace Shawn|Jane Krakowski|Zach Mills|Dylan Smith|Willow Smith|Madison Davenport|Glenne Headly|Max Thieriot
The Kite Runner,http://ia.media-imdb.com/images/M/MV5BODcyNjY2MjEwM15BMl5BanBnXkFtZTcwODQ0MzI1MQ@@._V1._SX100_SY140_.jpg,128 min,"After spending years in California, Amir returns to his homeland in Afghanistan to help his old friend Hassan, whose son is in trouble.",Marc Forster,"David Benioff, Khaled Hosseini","http://www.imdb.com/find?s=all&q=kite+runner,+the",12/26/2007,PG-13,"Rated PG-13 for strong thematic material including the rape of a child, violence and brief strong language.",Very moving and personal,There is a way to be good again.,Friend|Afghanistan|Boy|Pakistan|Kite,Drama|Romance,Mohamad Nadir Sarwari|Mustafa Haidari|Atossa Leoni|Bahram Ehsas|Homayoun Ershadi|Tamim Nawabi|Mohamad Nabi Attai|Ahmad Khan Mahmoodzada|Sayed Jafar Masihullah Gharibzada|Shaun Toub|Elham Ehsas|Zekeria Ebrahimi|Khalid Abdalla|Nabi Tanha|Mir Mahmood Shah Hashimi
Knocked Up,http://ia.media-imdb.com/images/M/MV5BMTg5MDM0OTQwNF5BMl5BanBnXkFtZTcwODA0ODI1MQ@@._V1._SX100_SY140_.jpg,129 min  | 133 min (unrated DVD version),"For fun loving party animal Ben Stone, the last thing he ever expected was for his one night stand to show up on his doorstep eight weeks later to tell him she's pregnant.",Judd Apatow,Judd Apatow,http://www.imdb.com/title/tt0478311/,06/01/2007,R,"Rated R for sexual content, drug use and language.",A simple story is made into a very entertaining comedy,Save the due date,One|Night|Stand|Condom|Party|Dancing|Pot,Comedy|Drama|Romance,Iris Apatow|Jay Baruchel|Alan Tudyk|Harold Ramis|Joanna Kerns|Charlyne Yi|Katherine Heigl|Jason Segel|Seth Rogen|Martin Starr|Paul Rudd|Leslie Mann|Kristen Wiig|Maude Apatow|Jonah Hill
Kung Fu Panda,http://ia.media-imdb.com/images/M/MV5BMTIxOTY1NjUyN15BMl5BanBnXkFtZTcwMjMxMDk1MQ@@._V1._SX90_SY140_.jpg,92 min,"In the Valley of Peace, Po the Panda finds himself chosen as the Dragon Warrior despite the fact that he is obese and a complete novice at martial arts.","Mark Osborne, John Stevenson","Jonathan Aibel, Glenn Berger",http://www.imdb.com/title/tt0441773/,06/06/2008,PG,Rated PG for sequences of martial arts action.,Wasn't Expecting much - Got a very good movie,Prepare for awesomeness.,Kung|Fu|Hero|Master|Panda|Unlikely|Hero,Animation|Action|Comedy|Family,Wayne Knight|JR Reed|Dan Fogler|Jackie Chan|Jack Black|David Cross|Dustin Hoffman|Lucy Liu|Seth Rogen|Ian McShane|Angelina Jolie|Randall Duk Kim|Kyle Gass|Michael Clarke Duncan|James Hong
Labyrinth,http://ia.media-imdb.com/images/M/MV5BMTIzNjYxMjIyNV5BMl5BanBnXkFtZTcwNTg2NjQyMQ@@._V1._SX93_SY140_.jpg,101 min,"15-year-old Sarah accidentally wishes her baby half-brother, Toby, away to the Goblin King Jareth who will keep Toby if Sarah does not complete his Labyrinth in 13 hours.",Jim Henson,"Dennis Lee, Jim Henson",http://www.imdb.com/title/tt0091369/,06/27/1986,PG,"","Fantastic, magical movie!!",Where everything seems possible and nothing is what it seems.,Goblin|Labyrinth|Baby|Castle|Goblin|King,Adventure|Family|Fantasy|Musical,Ron Mueck|David Shaughnessy|Natalie Finland|Dave Goelz|David Alan Barclay|Shari Weiser|Shelley Thompson|Christopher Malcolm|Toby Froud|Jennifer Connelly|David Bowie|Timothy Bateson|Brian Henson|Karen Prell|Rob Mills
Lady and the Tramp,http://ia.media-imdb.com/images/M/MV5BMjAwNzA3NTk0NV5BMl5BanBnXkFtZTcwMzkyNDEzMQ@@._V1._SX100_SY138_.jpg,76 min,The romantic tale of a sheltered uptown Cocker Spaniel dog and a streetwise downtown Mutt.,"Clyde Geronimi, Wilfred Jackson","Ward Greene, Erdman Penner",http://www.imdb.com/title/tt0048280/,06/22/1955,G,"",One of the Greats,The most delightful characters in a dog's age!,Dog|Spaniel|Male|Female|Relationship|Pet|As|Gift|Beaver,Animation|Family|Music|Romance,Stan Freberg|Larry Roberts|George Givot|Bill Thompson|Lee Millar|Dal McKennon|The Mellomen|Alan Reed|Bill Baucom|Peggy Lee|Barbara Luddy|Verna Felton
The Ladykillers,http://ia.media-imdb.com/images/M/MV5BMjE1MDEzNDExMF5BMl5BanBnXkFtZTcwOTM5NjYyMQ@@._V1._SX98_SY140_.jpg,104 min,"An eccentric, if not charming Southern professor and his crew pose as a band in order to rob a casino, all under the nose of his unsuspecting landlord: a sharp old woman.","Ethan Coen, Joel Coen","Joel Coen, Ethan Coen",http://www.imdb.com/title/tt0335245/,03/26/2004,R,Rated R for language including sexual references.,Not as bad as some say....,The greatest criminal minds of all time have finally met their match.,Casino|Professor|Remake|Landlady|Drawing|Straws,Comedy|Crime|Thriller,Stephen Root|George Wallace|George Anthony Bell|Walter K. Jordan|Jason Weaver|Marlon Wayans|Diane Delano|Greg Grunberg|Ryan Hurst|Irma P. Hall|John McConnell|Tom Hanks|J.K. Simmons|Lyne Odums|Tzi Ma
Lakeview Terrace,http://ia.media-imdb.com/images/M/MV5BMTI0MzI0NDI4Ml5BMl5BanBnXkFtZTcwOTk4ODk3MQ@@._V1._SX94_SY140_.jpg,110 min,An LAPD officer will stop at nothing to force out the interracial couple who just moved in next door.,Neil LaBute,"David Loughery, Howard Korder",http://www.imdb.com/title/tt0947802/,09/19/2008,PG-13,"Rated PG-13 for intense thematic material, violence, sexuality, language and some drug references.",Probably the first movie about racism that doesn't just spout tired clich?s.,What could be safer than living next to a cop?,Lapd|Interracial|Couple|Interracial|Neighbor|Los|Angeles|California,Crime|Drama|Thriller,Michael Sean Tighe|Bitsie Tulloch|Ho-Jung|Robert Dahey|Jay Hernandez|Patrick Wilson|Keith Loneker|Jaishon Fisher|Justin Chambers|Samuel L. Jackson|Caleeb Pinkett|Robert Pine|Ron Glass|Kerry Washington|Regine Nehy
Lars and the Real Girl,http://ia.media-imdb.com/images/M/MV5BMTgyMTg3ODU3M15BMl5BanBnXkFtZTcwMTMxODU2MQ@@._V1._SX100_SY137_.jpg,106 min,A delusional young guy strikes up an unconventional relationship with a doll he finds on the Internet.,Craig Gillespie,Nancy Oliver,http://www.imdb.com/title/tt0805564/,10/25/2007,PG-13,Rated PG-13 for some sex-related content.,Touching and Original,The search for true love begins outside the box,Internet|Sister|In|Law|Brother|Sex|Doll|Delusion,Comedy|Drama,Kelli Garner|Ryan Gosling|Paul Schneider|Nancy Beatty|Maxwell McCabe-Lokos|Patricia Clarkson|Karen Robinson|Liz Gordon|Sally Cahill|Joe Bostick|Doug Lennox|Billy Parrott|Emily Mortimer|Nicky Guadagni|R.D. Reid
Last Chance Harvey,http://ia.media-imdb.com/images/M/MV5BMTY4NTc1MDAyNV5BMl5BanBnXkFtZTcwMzUyNzM1Mg@@._V1._SX96_SY140_.jpg,93 min,"In London for his daughter's wedding, a rumpled man finds his romantic spirits lifted by a new woman in his life.",Joel Hopkins,Joel Hopkins,http://www.imdb.com/find?s=all&q=last+chance+harvey,01/16/2009,PG-13,Rated PG-13 for brief strong language.,Emma Thompson makes the whole thing  worth it,"It's about first loves, last chances and everything in between.",London|Wedding|Wedding|Reception|Love|Mother,Drama|Romance,Patrick Baladi|Kathy Baker|Dustin Hoffman|Liane Balaban|Emma Thompson|Daniel Lapaine|Tim Howar|Richard Schiff|James Brolin|Jeremy Sheffield|Bronagh Gallagher|Wendy Mae Brown|Michael Landes|Eileen Atkins|Adam James
The Last Dragon,http://ia.media-imdb.com/images/M/MV5BMTU5Nzc5NTY2NF5BMl5BanBnXkFtZTYwMjkyNzg5._V1._SX100_SY75_.jpg,109 min,"A young man searches for the ""master"" to obtain the final level of martial arts mastery known as the glow...",Michael Schultz,Louis Venosta,http://www.imdb.com/title/tt0089461/,03/22/1985,PG-13,"",Flashy Kung Fu 80's Flick,He's a martial arts master who refuses to fight. He's a Bruce Lee fan who's so sure he's Oriental that he eats popcorn with chopsticks. his friends think he's too serious. His family thinks he's crazy. His enemies think he's no challenges. But she knows he's THE LAST DRAGON.,Martial|Arts|Kung|Fu|Classic|Pizzeria|Warrior|Movie|Theater,Action|Comedy|Drama,B.J. Barie|Ernie Reyes Jr.|Julius Carry|Christopher Murney|Jamal Mason|Keshia Knight Pulliam|Mike Starr|Leo O'Brien|Vanity|Esther Marrow|Roger Campbell|Glen Eaton|Jim Moody|Taimak|Faith Prince
The Last Mimzy,http://ia.media-imdb.com/images/M/MV5BMTcxOTYzMjU4OF5BMl5BanBnXkFtZTcwNTA1MDg0MQ@@._V1._SX92_SY140_.jpg,USA:90 min  | USA:96 min (HBO Print) | Germany:94 min (Berlin International Film Festival),"Two siblings begin to develop special talents after they find a mysterious box of toys. Soon the kids, their parents, and even their teacher are drawn into a strange new world and find a task ahead of them that is far more important than any of them could imagine!",Robert Shaye,"Bruce Joel Rubin, Toby Emmerich","http://www.imdb.com/find?s=all&q=last+mimzy,+the",03/23/2007,PG,"Rated PG for some thematic elements, mild peril and language.",I thought this was an excellent movie,The future is trying to tell us something.,Toy|Teacher|Blackout|FBI|Mandala,Adventure|Drama|Family|Fantasy|Sci-Fi,Tom Heaton|Megan McKinnon|Marc Musso|Kirsten Williamson|Kathryn Hahn|Irene Snow|Joely Richardson|Rhiannon Leigh Wryn|Chris O'Neil|Randi Lynne|Timothy Hutton|Scott E. Miller|Nicole Mu&#xF1;oz|Michael Clarke Duncan|Rainn Wilson
The Last Sin Eater,http://ia.media-imdb.com/images/M/MV5BMTIyMjIzNTgzN15BMl5BanBnXkFtZTcwNzA2NTQ0MQ@@._V1._SX94_SY140_.jpg,USA:117 min,"In seeking her own redemption from the one man of whom she is most afraid, 10-year-old Cadi Forbes discovers a secret sin haunting her community of Welsh immigrants in 1850s Appalachia.",Michael Landon Jr.,"Brian Bird, Michael Landon Jr.",http://www.imdb.com/title/tt0810928/,02/09/2007,PG-13,"Rated PG-13 for thematic elements, and some intense sequences of violence.",Poor editing destroyed a good movie,A little girl's quest for redemption uncovers a dark secret... and the truth shall set her free.,1850s|Sin|Eater|Dark|Secret|Christian|Film|Skeleton,Drama,Kim Myers|Stewart Finlay-McLennan|Anne Cullimore Decker|Liana Liberato|Michael Flynn|A.J. Buckley|Henry Thomas|Gabrielle Fitzpatrick|Peter Wingfield|Soren Fulton|Elizabeth Lackey|Valerie Wildman|Thea Rose|Molly Jepson|Louise Fletcher
The Last of the Mohicans,http://ia.media-imdb.com/images/M/MV5BMjEyMDU2ODQ4NF5BMl5BanBnXkFtZTcwNjA5MTU1MQ@@._V1._SX98_SY140_.jpg,112 min  | USA:117 min (director's cut),Three trappers protect a British Colonel's daughters in the midst of the French and Indian War.,Michael Mann,"James Fenimore Cooper, John L. Balderston",http://www.imdb.com/title/tt0104691/,09/25/1992,PG-13,Rated R for violence.,Absolutely thrilling. One of my most fav...,The first American hero.,Mohican|Fort|Battle|Settler|Native|American,Adventure|Romance|War,Maurice Ro&#xEB;ves|Pete Postlethwaite|Dennis Banks|Justin M. Rice|Edward Blatchford|Eric Schweig|Daniel Day-Lewis|Madeleine Stowe|Tracey Ellis|Jodhi May|Steven Waddington|Russell Means|Patrice Ch&#xE9;reau|Terry Kinney|Wes Studi
The Lazarus Project,http://ia.media-imdb.com/images/M/MV5BMzM2MDY3NDM0Nl5BMl5BanBnXkFtZTcwNjkxNDU5MQ@@._V1._SX100_SY134_.jpg,100 min,A former criminal is drawn into a criminal endeavor and subsequently finds himself living an inexplicable new life working at a psychiatric facility.,John Glenn,"John Glenn, Evan Astrowsky","http://www.imdb.com/find?s=all&q=lazarus+project,+the",10/24/2008,,"Rated PG-13 for some violence, disturbing images and thematic material.","Slow story, weak twists, good acting",Some realities have no escape,Lethal|Injection|Second|Chance|Oregon|Texas|Grim|Reaper,Drama|Thriller,Bob Gunton|Aaron Hughes|Piper Perabo|Shawn Hatosy|Sean Skene|Brooklynn Proulx|Peter Jordan|Ross McMillan|Alex Sol|Linda Cardellini|Lambert Wilson|Paul Walker|John Callander|Malcolm Goodwin|Tony Curran
Leatherheads,http://ia.media-imdb.com/images/M/MV5BMjU1OTEyMzQxNV5BMl5BanBnXkFtZTcwMDU3NTg1MQ@@._V1._SX94_SY140_.jpg,114 min,"A romantic comedy set in the world of 1920s football, where the owner of a professional team drafts a strait-laced college sensation, only to watch his new coach fall for his fiancée.",George Clooney,"Duncan Brantley, Rick Reilly",http://www.imdb.com/find?s=all&q=leatherheads,04/04/2008,PG-13,Rated PG-13 for brief strong language.,Leatherheads Movie Review,"In the beginning, the rules were simple. There weren't any.",Stadium|1920s|War|Hero|Coach|Soldier,Comedy|Drama|Romance|Sport,Jason Drago|Nicholas Bourdages|Nick Paonessa|Rick Forrester|Lance Barber|Wayne Duvall|Tommy Hinkley|George Clooney|Matt Bushell|Malcolm Goodwin|Robert Baker|Tim Griffin|Craig S. Harper|John Krasinski|David de Vries
Leatherheads,http://ia.media-imdb.com/images/M/MV5BMjU1OTEyMzQxNV5BMl5BanBnXkFtZTcwMDU3NTg1MQ@@._V1._SX94_SY140_.jpg,114 min,"A romantic comedy set in the world of 1920s football, where the owner of a professional team drafts a strait-laced college sensation, only to watch his new coach fall for his fiancée.",George Clooney,"Duncan Brantley, Rick Reilly",http://www.imdb.com/find?s=all&q=leatherheads,04/04/2008,PG-13,Rated PG-13 for brief strong language.,Leatherheads Movie Review,"In the beginning, the rules were simple. There weren't any.",Stadium|1920s|War|Hero|Coach|Soldier,Comedy|Drama|Romance|Sport,Jason Drago|Nicholas Bourdages|Nick Paonessa|Rick Forrester|Lance Barber|Wayne Duvall|Tommy Hinkley|George Clooney|Matt Bushell|Malcolm Goodwin|Robert Baker|Tim Griffin|Craig S. Harper|John Krasinski|David de Vries
Leonard Cohen: I'm Your Man,http://ia.media-imdb.com/images/M/MV5BNjQ4NjY1NTg0MF5BMl5BanBnXkFtZTcwNTA2NjEzMQ@@._V1._SX95_SY140_.jpg,Canada:98 min (Toronto International Film Festival) | USA:105 min,"A documentary on the legendary singer-songwriter, with performances by those musicians he has influenced.",Lian Lunson,Lian Lunson,http://www.imdb.com/title/tt0478197/,09/08/2006,PG-13,Rated PG-13 for some sex-related material.,A great tribute to a marvelous poet,"",Leonard|Cohen|Poet|Songwriter|Music|History|Rock|Star,Documentary|Biography|Music,Brett Sparks|Antony Hegarty|Adam Clayton|Robert Burger|Jo Weldon|Kate McGarrigle|Teddy Thompson|Bono|Leonard Cohen|Martha Wainwright|Anna McGarrigle|Perla Batalla|Rufus Wainwright|Jarvis Cocker|Julie Christensen|Rennie Sparks|Beth Orton|The Handsome Family|Hal Willner|Linda Thompson|The Edge|Larry Mullen Jr.|Nick Cave
Lethal Weapon 3,http://ia.media-imdb.com/images/M/MV5BMTI3NTc5OTUzOF5BMl5BanBnXkFtZTcwNjI1ODAyMQ@@._V1._SX100_SY135_.jpg,118 min  | USA:121 min (director's cut),"Martin Riggs finally meets his match in the form of Lorna Cole, a beautiful but tough policewoman. Together with Roger Murtaugh...",Richard Donner,"Shane Black, Jeffrey Boam",http://www.imdb.com/title/tt0104714/,05/15/1992,Unrated,Rated R for violence and language.,Still has the magic,The magic is back again!,Police|Internal|Affairs|Police|Officer|Gun|Policeman,Action|Crime|Thriller,Stuart Wilson|Alan Scarfe|Darlene Love|Rene Russo|Gregory Millar|Delores Hall|Ebonie Smith|Steve Kahan|Nick Chinlund|Joe Pesci|Mel Gibson|Danny Glover|Jason Rainwater|Damon Hines|Traci Wolfe
Letters from Iwo Jima,http://ia.media-imdb.com/images/M/MV5BMTI4NzI4MDY3MV5BMl5BanBnXkFtZTcwMTcyMDc0MQ@@._V1._SX100_SY117_.jpg,141 min,"The story of the battle of Iwo Jima between the United States and Imperial Japan during World War II, as told from the perspective of the Japanese who fought it.",Clint Eastwood,Iris Yamashita,http://www.imdb.com/find?s=all&q=letters+from+iwo+jima,01/12/2007,R,Rated R for graphic war violence.,Oscar Alert 2006: ''Letters From Iwo Jima'',From the director of &#x22;Flags of our Fathers&#x22; comes the completion of the Iwo Jima saga,Japan|Island|Battle|Invasion|Japanese|Army,Drama|History|War,Sonny Saito|Takumi Bando|Ryo Kase|Yuki Matsuzaki|Takashi Yamaguchi|Steve Santa Sekiyoshi|Hiroshi Watanabe|Shido Nakamura|Ken Watanabe|Nobumasa Sakagami|Nae|Tsuyoshi Ihara|Luke Eberl|Eijiro Ozaki|Kazunari Ninomiya
Liar Liar,http://ia.media-imdb.com/images/M/MV5BMjEzMzA3NzgwNF5BMl5BanBnXkFtZTcwNzQ4MDgyMQ@@._V1._SX99_SY140_.jpg,86 min,A fast track lawyer can't lie for 24 hours due to his son's birthday wish after the lawyer turns his son down for the last time.,Tom Shadyac,"Paul Guay, Stephen Mazur",http://www.imdb.com/title/tt0119528/,03/21/1997,TV-PG,Rated PG-13 for sex related humor and language.,"Jim Carrey is back in yet another great comedy, although it doesn't quite live up to the spectacular Dumb & Dumber.",Trust Me,Wish|Lie|Lawyer|Birthday|Lying,Comedy|Fantasy,Christopher Mayer|Jennifer Tilly|Justin Cooper|Amanda Donohoe|Anne Haney|SW Fisher|Mitch Ryan|Swoosie Kurtz|Cary Elwes|Cheri Oteri|Jason Bernard|Jim Carrey|Eric Pierpoint|Randall 'Tex' Cobb|Maura Tierney
License to Wed,http://ia.media-imdb.com/images/M/MV5BMTI5MTM2MjQ5NV5BMl5BanBnXkFtZTcwOTc3MDc0MQ@@._V1._SX95_SY140_.jpg,91 min,A reverend puts an engaged couple through a grueling marriage preparation course to see if they are meant to be married in his church.,Ken Kwapis,"Kim Barker, Tim Rasmussen",http://www.imdb.com/find?s=all&q=license+to+wed,07/03/2007,PG-13,Rated PG-13 for sexual humor and language.,A disaster of a comedy. . .almost better as a horror film.,First came love... then came Reverend Frank.,Church|Marriage|Proposal|Minister|Premarital|Counseling|Priest,Comedy|Romance,Brian Baumgartner|DeRay Davis|Christine Taylor|Jess Rosenthal|Angela Kinsey|Mandy Moore|Mindy Kaling|Eric Christian Olsen|Rachael Harris|Roxanne Hart|Peter Strauss|John Krasinski|Robin Williams|Grace Zabriskie|Josh Flitter
Lions for Lambs,http://ia.media-imdb.com/images/M/MV5BMTUzNjUxMDM2NF5BMl5BanBnXkFtZTcwMzA2MTM2MQ@@._V1._SX100_SY139_.jpg,92 min,"Injuries sustained by two Army ranger behind enemy lines in Afghanistan set off a sequence of events involving a congressman, a journalist and a professor.",Robert Redford,Matthew Michael Carnahan,http://www.imdb.com/title/tt0891527/,11/09/2007,R,Rated R for some war violence and language.,Dialogues of the Lambs,"If you don't STAND for something, you might FALL for anything",Afghanistan|Professor|Decision|California|Reporter,Drama|War,David Pease|Heidi Janson|Andrew Garfield|Robert Redford|Christopher Carley|Derek Luke|Peter Berg|Tom Cruise|Kristy Wu|George Back|Christopher May|Larry Bates|Kevin Dunn|Meryl Streep|Michael Pe&#xF1;a
